ID,Motivo_ausencia,Mes_ausencia,Dia_da_semana,Estacoes_do_ano,Despesa_com_transporte,Distancia_casa_x_trabalho,Tempo_de_servico,Idade,Volume_Operacional_Diario,Meta_atingida,Falha_disciplinar,Escolaridade,Filhos,Consumo_de_alcool,Fumante,Animal_de_estimacao,Peso,Altura,IMC,Tempo_de_ausencia_horas
11,22,1,5,2,289.0,36.0,13.0,33,308593.0,95,0,1,2,1,0,1,90.0,172.0,30.0,3
27,23,2,6,2,184.0,42.0,7.0,27,302585.0,99,0,1,0,0,0,0,58.0,167.0,21.0,1
24,1,2,4,2,246.0,25.0,16.0,41,302585.0,99,0,1,0,1,0,0,67.0,170.0,23.0,8
3,11,2,4,2,179.0,51.0,18.0,38,302585.0,99,0,1,0,1,0,0,89.0,170.0,31.0,8
14,28,2,5,2,155.0,12.0,14.0,34,302585.0,99,0,1,2,1,0,0,95.0,196.0,25.0,2
6,23,2,5,2,189.0,29.0,13.0,33,302585.0,99,0,1,2,0,0,2,69.0,167.0,25.0,8
20,28,2,6,2,260.0,50.0,11.0,36,302585.0,99,0,1,4,1,0,0,65.0,168.0,23.0,2
11,22,2,6,2,289.0,36.0,13.0,33,302585.0,99,0,1,2,1,0,1,90.0,172.0,30.0,8
31,11,2,2,2,388.0,15.0,9.0,50,302585.0,99,0,1,0,0,0,0,76.0,178.0,24.0,8
31,1,2,3,2,388.0,15.0,9.0,50,302585.0,99,0,1,0,0,0,0,76.0,178.0,24.0,8
28,28,2,2,2,225.0,26.0,9.0,28,302585.0,99,0,1,1,0,0,2,69.0,169.0,24.0,2
28,23,2,3,2,225.0,26.0,9.0,28,302585.0,99,0,1,1,0,0,2,69.0,169.0,24.0,2
22,23,2,3,2,179.0,26.0,9.0,30,302585.0,99,0,3,0,0,0,0,56.0,171.0,19.0,1
27,23,2,3,2,184.0,42.0,7.0,27,302585.0,99,0,1,0,0,0,0,58.0,167.0,21.0,8
28,25,2,5,2,225.0,26.0,9.0,28,302585.0,99,0,1,1,0,0,2,69.0,169.0,24.0,3
18,18,2,2,2,330.0,16.0,4.0,28,302585.0,99,0,2,0,0,0,0,84.0,182.0,25.0,8
18,23,2,3,2,330.0,16.0,4.0,28,302585.0,99,0,2,0,0,0,0,84.0,182.0,25.0,1
28,23,2,4,2,225.0,26.0,9.0,28,302585.0,99,0,1,1,0,0,2,69.0,169.0,24.0,1
6,19,2,5,2,189.0,29.0,13.0,33,302585.0,99,0,1,2,0,0,2,69.0,167.0,25.0,8
19,28,3,3,2,291.0,50.0,12.0,32,343253.0,95,0,1,0,1,0,0,65.0,169.0,23.0,2
20,19,3,3,2,260.0,50.0,11.0,36,343253.0,95,0,1,4,1,0,0,65.0,168.0,23.0,8
30,19,3,3,2,157.0,27.0,6.0,29,343253.0,95,0,1,0,1,1,0,75.0,185.0,22.0,3
17,17,3,3,2,179.0,22.0,17.0,40,343253.0,95,0,2,2,0,1,0,63.0,170.0,22.0,8
15,22,3,4,2,291.0,31.0,12.0,40,343253.0,95,0,1,1,1,0,1,73.0,171.0,25.0,8
20,13,3,4,2,260.0,50.0,11.0,36,343253.0,95,0,1,4,1,0,0,65.0,168.0,23.0,8
22,13,3,5,2,179.0,26.0,9.0,30,343253.0,95,0,3,0,0,0,0,56.0,171.0,19.0,8
33,14,3,6,2,248.0,25.0,14.0,47,343253.0,95,0,1,2,0,0,1,86.0,165.0,32.0,3
20,13,3,6,2,260.0,50.0,11.0,36,343253.0,95,0,1,4,1,0,0,65.0,168.0,23.0,40
17,11,3,2,2,179.0,22.0,17.0,40,343253.0,95,0,2,2,0,1,0,63.0,170.0,22.0,40
14,1,3,2,2,155.0,12.0,14.0,34,343253.0,95,0,1,2,1,0,0,95.0,196.0,25.0,16
20,26,3,2,2,260.0,50.0,11.0,36,343253.0,95,0,1,4,1,0,0,65.0,168.0,23.0,16
14,13,3,3,2,155.0,12.0,14.0,34,343253.0,95,0,1,2,1,0,0,95.0,196.0,25.0,8
11,6,3,5,2,289.0,36.0,13.0,33,343253.0,95,0,1,2,1,0,1,90.0,172.0,30.0,8
17,8,3,5,2,179.0,22.0,17.0,40,343253.0,95,0,2,2,0,1,0,63.0,170.0,22.0,8
20,28,3,6,2,260.0,50.0,11.0,36,343253.0,95,0,1,4,1,0,0,65.0,168.0,23.0,4
28,23,3,6,2,225.0,26.0,9.0,28,343253.0,95,0,1,1,0,0,2,69.0,169.0,24.0,1
7,14,3,2,2,279.0,5.0,14.0,39,343253.0,95,0,1,2,1,1,0,68.0,168.0,24.0,8
3,13,3,3,2,179.0,51.0,18.0,38,343253.0,95,0,1,0,1,0,0,89.0,170.0,31.0,24
28,23,3,4,2,225.0,26.0,9.0,28,343253.0,95,0,1,1,0,0,2,69.0,169.0,24.0,2
28,11,3,2,3,225.0,26.0,9.0,28,343253.0,95,0,1,1,0,0,2,69.0,169.0,24.0,8
22,13,3,2,3,179.0,26.0,9.0,30,343253.0,95,0,3,0,0,0,0,56.0,171.0,19.0,1
28,11,3,3,3,225.0,26.0,9.0,28,343253.0,95,0,1,1,0,0,2,69.0,169.0,24.0,8
28,11,3,4,3,225.0,26.0,9.0,28,343253.0,95,0,1,1,0,0,2,69.0,169.0,24.0,16
3,13,3,4,3,179.0,51.0,18.0,38,343253.0,95,0,1,0,1,0,0,89.0,170.0,31.0,3
7,14,3,5,3,279.0,5.0,14.0,39,343253.0,95,0,1,2,1,1,0,68.0,168.0,24.0,16
28,28,3,6,3,225.0,26.0,9.0,28,343253.0,95,0,1,1,0,0,2,69.0,169.0,24.0,2
33,14,3,6,3,248.0,25.0,14.0,47,343253.0,95,0,1,2,0,0,1,86.0,165.0,32.0,3
28,28,3,2,3,225.0,26.0,9.0,28,343253.0,95,0,1,1,0,0,2,69.0,169.0,24.0,1
15,28,4,4,3,291.0,31.0,12.0,40,326452.0,96,0,1,1,1,0,1,73.0,171.0,25.0,1
28,23,4,4,3,225.0,26.0,9.0,28,326452.0,96,0,1,1,0,0,2,69.0,169.0,24.0,1
14,28,4,3,3,155.0,12.0,14.0,34,326452.0,96,0,1,2,1,0,0,95.0,196.0,25.0,1
24,13,4,4,3,246.0,25.0,16.0,41,326452.0,96,0,1,0,1,0,0,67.0,170.0,23.0,24
14,23,4,5,3,155.0,12.0,14.0,34,326452.0,96,0,1,2,1,0,0,95.0,196.0,25.0,1
28,28,4,6,3,225.0,26.0,9.0,28,326452.0,96,0,1,1,0,0,2,69.0,169.0,24.0,2
20,28,4,6,3,260.0,50.0,11.0,36,326452.0,96,0,1,4,1,0,0,65.0,168.0,23.0,4
3,13,4,4,3,179.0,51.0,18.0,38,326452.0,96,0,1,0,1,0,0,89.0,170.0,31.0,24
36,23,4,5,3,118.0,13.0,18.0,50,326452.0,96,0,1,1,1,0,0,98.0,178.0,31.0,1
15,23,4,6,3,291.0,31.0,12.0,40,326452.0,96,0,1,1,1,0,1,73.0,171.0,25.0,3
24,14,4,6,3,246.0,25.0,16.0,41,326452.0,96,0,1,0,1,0,0,67.0,170.0,23.0,8
15,28,4,6,3,291.0,31.0,12.0,40,326452.0,96,0,1,1,1,0,1,73.0,171.0,25.0,1
33,28,4,6,3,248.0,25.0,14.0,47,326452.0,96,0,1,2,0,0,1,86.0,165.0,32.0,8
20,19,4,6,3,260.0,50.0,11.0,36,326452.0,96,0,1,4,1,0,0,65.0,168.0,23.0,56
11,19,4,3,3,289.0,36.0,13.0,33,326452.0,96,0,1,2,1,0,1,90.0,172.0,30.0,8
14,12,4,4,3,155.0,12.0,14.0,34,326452.0,96,0,1,2,1,0,0,95.0,196.0,25.0,24
23,19,4,4,3,378.0,49.0,11.0,36,326452.0,96,0,1,2,0,1,4,65.0,174.0,21.0,8
11,13,4,5,3,289.0,36.0,13.0,33,326452.0,96,0,1,2,1,0,1,90.0,172.0,30.0,16
1,7,4,6,3,235.0,11.0,14.0,37,326452.0,96,0,3,1,0,0,1,88.0,172.0,29.0,3
2,0,4,2,3,235.0,29.0,12.0,48,326452.0,96,1,1,1,0,1,5,88.0,163.0,33.0,0
11,13,5,4,3,289.0,36.0,13.0,33,378884.0,92,0,1,2,1,0,1,90.0,172.0,30.0,8
14,28,5,5,3,155.0,12.0,14.0,34,378884.0,92,0,1,2,1,0,0,95.0,196.0,25.0,2
14,28,5,2,3,155.0,12.0,14.0,34,378884.0,92,0,1,2,1,0,0,95.0,196.0,25.0,1
3,18,5,3,3,179.0,51.0,18.0,38,378884.0,92,0,1,0,1,0,0,89.0,170.0,31.0,8
28,19,5,3,3,225.0,26.0,9.0,28,378884.0,92,0,1,1,0,0,2,69.0,169.0,24.0,8
27,7,5,4,3,184.0,42.0,7.0,27,378884.0,92,0,1,0,0,0,0,58.0,167.0,21.0,4
14,28,5,2,3,155.0,12.0,14.0,34,378884.0,92,0,1,2,1,0,0,95.0,196.0,25.0,2
3,12,5,3,3,179.0,51.0,18.0,38,378884.0,92,0,1,0,1,0,0,89.0,170.0,31.0,1
11,13,5,4,3,289.0,36.0,13.0,33,378884.0,92,0,1,2,1,0,1,90.0,172.0,30.0,24
7,0,5,4,3,279.0,5.0,14.0,39,378884.0,92,1,1,2,1,1,0,68.0,168.0,24.0,0
18,0,5,4,3,330.0,16.0,4.0,28,378884.0,92,1,2,0,0,0,0,84.0,182.0,25.0,0
23,0,5,4,3,378.0,49.0,11.0,36,378884.0,92,1,1,2,0,1,4,65.0,174.0,21.0,0
31,0,5,4,3,388.0,15.0,9.0,50,378884.0,92,1,1,0,0,0,0,76.0,178.0,24.0,0
3,11,5,3,3,179.0,51.0,18.0,38,378884.0,92,0,1,0,1,0,0,89.0,170.0,31.0,1
36,13,5,4,3,118.0,13.0,18.0,50,378884.0,92,0,1,1,1,0,0,98.0,178.0,31.0,24
10,22,5,6,3,361.0,52.0,3.0,28,378884.0,92,0,1,1,1,0,4,80.0,172.0,27.0,8
24,19,6,2,3,246.0,25.0,16.0,41,377550.0,94,0,1,0,1,0,0,67.0,170.0,23.0,8
10,22,6,2,3,361.0,52.0,3.0,28,377550.0,94,0,1,1,1,0,4,80.0,172.0,27.0,8
24,10,6,3,3,246.0,25.0,16.0,41,377550.0,94,0,1,0,1,0,0,67.0,170.0,23.0,24
15,23,6,5,3,291.0,31.0,12.0,40,377550.0,94,0,1,1,1,0,1,73.0,171.0,25.0,4
24,10,6,6,3,246.0,25.0,16.0,41,377550.0,94,0,1,0,1,0,0,67.0,170.0,23.0,8
3,11,6,2,3,179.0,51.0,18.0,38,377550.0,94,0,1,0,1,0,0,89.0,170.0,31.0,8
14,23,6,2,3,155.0,12.0,14.0,34,377550.0,94,0,1,2,1,0,0,95.0,196.0,25.0,4
24,10,6,2,3,246.0,25.0,16.0,41,377550.0,94,0,1,0,1,0,0,67.0,170.0,23.0,8
36,13,6,4,3,118.0,13.0,18.0,50,377550.0,94,0,1,1,1,0,0,98.0,178.0,31.0,8
1,13,6,6,3,235.0,11.0,14.0,37,377550.0,94,0,3,1,0,0,1,88.0,172.0,29.0,16
36,23,6,3,3,118.0,13.0,18.0,50,377550.0,94,0,1,1,1,0,0,98.0,178.0,31.0,1
36,13,6,4,3,118.0,13.0,18.0,50,377550.0,94,0,1,1,1,0,0,98.0,178.0,31.0,80
23,22,6,5,3,378.0,49.0,11.0,36,377550.0,94,0,1,2,0,1,4,65.0,174.0,21.0,8
3,11,6,6,3,179.0,51.0,18.0,38,377550.0,94,0,1,0,1,0,0,89.0,170.0,31.0,2
32,28,6,2,1,289.0,48.0,29.0,49,377550.0,94,0,1,0,0,0,2,108.0,172.0,36.0,2
28,28,6,5,1,225.0,26.0,9.0,28,377550.0,94,0,1,1,0,0,2,69.0,169.0,24.0,2
14,19,7,3,1,155.0,12.0,14.0,34,275312.0,98,0,1,2,1,0,0,95.0,196.0,25.0,16
36,1,7,4,1,118.0,13.0,18.0,50,275312.0,98,0,1,1,1,0,0,98.0,178.0,31.0,8
34,5,7,6,1,118.0,10.0,10.0,37,275312.0,98,0,1,0,0,0,0,83.0,172.0,28.0,8
